method_name                                                                                         	  retriever_num input images	  retriever_num retrieved image pairs	  retriever_retriever duration sec	isp_rot3 angular errors deg  	isp_trans angular errors deg  	isp_pose errors deg  	  isp_total correspondence generation duration sec	  isp_total two view estimation duration sec	  vg_num input measurements	  vg_num inlier measurements	  vg_num outlier measurements	vg_inlier R angular errors deg  	vg_inlier U angular errors deg  	ra_rotation angle error deg  	  ra_total duration sec	ta_relative translation angle error deg  	ta_translation angle error deg  	  ta_total duration sec	  ta_outlier rejection duration sec	  ta_optimization duration sec	  da_triangulation runtime sec	  da_gtsfm data creation runtime	  da_total duration sec	  ba_number cameras	  ba_number tracks filtered	ba_3d track lengths filtered  	ba_reprojection errors filtered px  	ba_rotation angle error deg  	ba_relative translation angle error deg  	ba_translation angle error deg  	  ba_pose auc @1 deg	  ba_pose auc @2.5 deg	  ba_pose auc @5 deg	  ba_pose auc @10 deg	  ba_pose auc @20 deg	  ba_step 0 run duration sec	  ba_step 1 run duration sec	  ba_step 2 run duration sec	  ba_total run duration sec	  total_total runtime sec
20240125_175029__office__results__num_matched5__maxframelookahead10__760p__unified_superglue        	                          26	                                  213	                           8.39399	0.3 / 1.5                    	1.1 / 9.3                     	1.3 / 9.5            	                                          11.5392 	                                    13.2807 	                        102	                          87	                           15	0.2 / 0.8                       	0.7 / 3.6                       	0.1 / 0.2                    	            0.0065546  	0.6 / 2.0                                	0.4 / 0.5                       	               1.31066 	                           1.27026 	                   0.0293639  	                      3.27115 	                       0.308727 	               3.57987 	                 18	                        689	4.0 / 4.9                     	0.6 / 0.7                           	0.0 / 0.1                    	0.2 / 0.4                                	0.1 / 0.1                       	            62.0418 	              66.3552 	            67.793  	            68.5119  	             68.8713 	                  0.241853  	                 0.237862   	                 0.241499   	                 0.721306  	                  57.4416
20240125_175029__pipes__results__num_matched10__maxframelookahead0__760p__unified_disk              	                          14	                                   24	                           6.39678	0.1 / 0.2                    	0.2 / 0.3                     	0.2 / 0.3            	                                           4.25458	                                    16.2357 	                         24	                          19	                            5	0.1 / 0.2                       	0.2 / 0.3                       	0.0 / 0.1                    	            0.00210357 	0.2 / 0.3                                	0.2 / 0.3                       	               0.477505	                           0.465112	                   0.00174475 	                      4.13415 	                       0.626115 	               4.76027 	                  7	                       2199	4.0 / 3.9                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.1                                	0.1 / 0.1                       	            47.0073 	              48.8029 	            49.4015 	            49.7007  	             49.8504 	                  0.588136  	                 0.587127   	                 0.5855     	                 1.76086   	                  46.4224
20240125_175029__pipes__results__num_matched10__maxframelookahead0__760p__unified_lightglue         	                          14	                                   24	                           6.22398	0.1 / 0.1                    	0.2 / 0.4                     	0.3 / 0.4            	                                           3.7697 	                                     8.20124	                         24	                          19	                            5	0.1 / 0.1                       	0.2 / 0.4                       	0.0 / 0.1                    	            0.00166893 	0.2 / 0.3                                	0.2 / 0.3                       	               0.466287	                           0.45628 	                   0.00181222 	                      3.0521  	                       0.282694 	               3.3348  	                  7	                        892	4.0 / 4.0                     	0.5 / 0.7                           	0.0 / 0.0                    	0.1 / 0.2                                	0.1 / 0.2                       	            43.616  	              47.4464 	            48.7232 	            49.3616  	             49.6808 	                  0.237291  	                 0.235254   	                 0.234794   	                 0.707432  	                  34.1984
20240125_175029__pipes__results__num_matched10__maxframelookahead0__760p__unified_loftr             	                          14	                                   24	                           6.18796	0.1 / 0.3                    	0.2 / 0.6                     	0.2 / 0.6            	                                           2.62581	                                     3.38767	                         21	                          16	                            5	0.1 / 0.1                       	0.2 / 0.3                       	0.0 / 0.1                    	            0.00268698 	0.2 / 0.2                                	0.1 / 0.2                       	               0.467571	                           0.458691	                   0.00214171 	                      3.89829 	                       0.343144 	               4.24143 	                  7	                        535	3.0 / 3.3                     	0.3 / 0.4                           	0.1 / 0.1                    	0.2 / 0.2                                	0.1 / 0.2                       	            42.4562 	              46.9825 	            48.4912 	            49.2456  	             49.6228 	                  0.0652704 	                 0.0700078  	                 0.0668588  	                 0.202238  	                  28.1913
20240125_175029__pipes__results__num_matched10__maxframelookahead0__760p__unified_sift              	                          14	                                   24	                           6.20178	0.4 / 0.8                    	1.2 / 1.5                     	1.2 / 1.7            	                                           2.60454	                                     2.84157	                         17	                          12	                            5	0.3 / 0.6                       	1.1 / 0.9                       	0.2 / 0.2                    	            0.00179434 	0.8 / 1.0                                	0.5 / 0.9                       	               0.513657	                           0.507273	                   0.00152826 	                      1.76646 	                       0.0584435	               1.8249  	                  6	                        118	3.0 / 3.6                     	0.2 / 0.3                           	0.1 / 0.1                    	0.3 / 0.5                                	0.4 / 0.4                       	            28.7958 	              37.2326 	            40.0449 	            41.451   	             42.1541 	                  0.0129564 	                 0.0134027  	                 0.0126791  	                 0.0391228 	                  24.751
20240125_175029__pipes__results__num_matched10__maxframelookahead0__760p__unified_superglue         	                          14	                                   24	                           6.10537	0.1 / 0.2                    	0.3 / 0.4                     	0.3 / 0.4            	                                           3.7556 	                                     8.11572	                         24	                          19	                            5	0.1 / 0.2                       	0.3 / 0.4                       	0.1 / 0.1                    	            0.00176597 	0.3 / 0.4                                	0.3 / 0.3                       	               0.459311	                           0.451272	                   0.0018847  	                      2.94248 	                       0.278743 	               3.22123 	                  7	                        853	3.0 / 4.0                     	0.5 / 0.6                           	0.0 / 0.0                    	0.2 / 0.2                                	0.2 / 0.2                       	            41.5365 	              46.6146 	            48.3073 	            49.1537  	             49.5768 	                  0.258654  	                 0.268861   	                 0.258005   	                 0.785608  	                  33.8762
20240125_175029__pipes__results__num_matched10__maxframelookahead10__760p__unified_disk             	                          14	                                   86	                           6.07699	0.2 / 8.2                    	0.5 / 11.3                    	0.5 / 13.5           	                                           4.27792	                                    21.0598 	                         48	                          41	                            7	0.1 / 0.6                       	0.3 / 0.7                       	0.1 / 0.2                    	            0.00455093 	0.3 / 0.6                                	0.9 / 1.2                       	               0.844175	                           0.819677	                   0.00610018 	                      6.76707 	                       1.37831  	               8.14538 	                 14	                       3764	3.0 / 3.7                     	0.5 / 0.6                           	0.0 / 0.1                    	0.2 / 0.2                                	0.2 / 0.2                       	            81.6932 	              92.6773 	            96.3386 	            98.1693  	             99.0847 	                  0.983852  	                 0.957264   	                 0.957206   	                 2.89842   	                  57.0779
20240125_175029__pipes__results__num_matched10__maxframelookahead10__760p__unified_lightglue        	                          14	                                   86	                           6.30262	0.3 / 3.8                    	0.9 / 9.2                     	1.0 / 9.5            	                                           3.83326	                                    11.1075 	                         57	                          47	                           10	0.2 / 0.7                       	0.4 / 1.5                       	0.2 / 0.2                    	            0.00391603 	0.3 / 0.7                                	0.8 / 1.2                       	               0.716757	                           0.695294	                   0.00932932 	                      4.06892 	                       0.562339 	               4.63126 	                 14	                       1529	3.0 / 3.8                     	0.6 / 0.7                           	0.1 / 0.1                    	0.2 / 0.4                                	0.3 / 0.3                       	            70.1763 	              88.0705 	            94.0352 	            97.0176  	             98.5088 	                  0.477893  	                 0.473976   	                 0.47589    	                 1.42785   	                  40.239
20240125_175029__pipes__results__num_matched10__maxframelookahead10__760p__unified_loftr            	                          14	                                   86	                           6.05167	0.1 / 0.8                    	0.3 / 1.4                     	0.3 / 1.6            	                                           2.89398	                                     4.00266	                         33	                          31	                            2	0.1 / 0.5                       	0.3 / 1.2                       	0.3 / 0.6                    	            0.0115774  	0.4 / 0.8                                	4.7 / 11.3                      	               0.674351	                           0.657017	                   0.00874138 	                      3.75498 	                       0.484753 	               4.23973 	                 14	                        755	3.0 / 3.2                     	0.3 / 0.4                           	0.1 / 0.2                    	0.5 / 12.3                               	4.2 / 10.4                      	             9.04851	              20.0921 	            35.102  	            54.186   	             66.3787 	                  0.116475  	                 0.11436    	                 0.110626   	                 0.341542  	                  29.6477
20240125_175029__pipes__results__num_matched10__maxframelookahead10__760p__unified_sift             	                          14	                                   86	                           6.09912	0.4 / 1.2                    	1.2 / 4.5                     	1.2 / 4.6            	                                           2.68198	                                     3.35466	                         20	                          12	                            8	0.3 / 0.6                       	1.1 / 0.9                       	0.2 / 0.2                    	            0.00164223 	0.8 / 1.0                                	0.5 / 0.9                       	               0.425845	                           0.419587	                   0.00194025 	                      1.7055  	                       0.0625968	               1.76809 	                  6	                        118	3.0 / 3.6                     	0.2 / 0.3                           	0.1 / 0.1                    	0.3 / 0.5                                	0.4 / 0.4                       	            28.7958 	              37.2326 	            40.0449 	            41.451   	             42.1541 	                  0.0132711 	                 0.0138476  	                 0.0130408  	                 0.0402284 	                  25.2535
20240125_175029__pipes__results__num_matched10__maxframelookahead10__760p__unified_superglue        	                          14	                                   86	                           6.33296	0.3 / 5.1                    	0.6 / 6.7                     	0.8 / 7.9            	                                           3.79231	                                    11.0814 	                         59	                          46	                           13	0.3 / 0.7                       	0.4 / 1.6                       	0.2 / 0.2                    	            0.00345683 	0.4 / 0.8                                	0.5 / 0.8                       	               0.774304	                           0.755657	                   0.00665021 	                      3.73047 	                       0.491568 	               4.22204 	                 13	                       1280	3.0 / 3.9                     	0.5 / 0.7                           	0.2 / 0.3                    	0.2 / 0.8                                	0.7 / 1.1                       	            37.8492 	              62.3755 	            74.7182 	            84.3752  	             88.6162 	                  0.483146  	                 0.489988   	                 0.478217   	                 1.45145   	                  39.8032
20240125_175029__pipes__results__num_matched5__maxframelookahead0__760p__unified_disk               	                          14	                                   23	                           6.3529 	0.1 / 0.1                    	0.2 / 0.3                     	0.2 / 0.3            	                                          10.8813 	                                    15.7915 	                         23	                          18	                            5	0.1 / 0.1                       	0.2 / 0.3                       	0.0 / 0.0                    	            0.00205231 	0.2 / 0.3                                	0.2 / 0.2                       	               0.469369	                           0.457663	                   0.00169039 	                      4.33548 	                       0.649493 	               4.98497 	                  7	                       2247	4.0 / 3.9                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.1                                	0.1 / 0.1                       	            45.8471 	              48.3388 	            49.1694 	            49.5847  	             49.7924 	                  0.592312  	                 0.601977   	                 0.597462   	                 1.79184   	                  52.8511
20240125_175029__pipes__results__num_matched5__maxframelookahead0__760p__unified_lightglue          	                          14	                                   23	                           6.1773 	0.1 / 0.1                    	0.2 / 0.4                     	0.2 / 0.4            	                                           7.93977	                                     8.1074 	                         23	                          18	                            5	0.1 / 0.1                       	0.2 / 0.4                       	0.0 / 0.1                    	            0.00150895 	0.2 / 0.3                                	0.1 / 0.3                       	               0.46042 	                           0.452718	                   0.00192285 	                      3.34393 	                       0.300394 	               3.64432 	                  7	                        909	3.0 / 4.0                     	0.5 / 0.7                           	0.0 / 0.0                    	0.2 / 0.2                                	0.2 / 0.2                       	            42.8719 	              47.1488 	            48.5744 	            49.2872  	             49.6436 	                  0.228148  	                 0.228458   	                 0.232142   	                 0.688854  	                  38.6452
20240125_175029__pipes__results__num_matched5__maxframelookahead0__760p__unified_loftr              	                          14	                                   23	                           6.05233	0.1 / 0.3                    	0.2 / 0.6                     	0.2 / 0.6            	                                           9.96569	                                     3.44967	                         20	                          14	                            6	0.1 / 0.1                       	0.1 / 0.2                       	0.0 / 0.0                    	            0.00204992 	0.1 / 0.2                                	0.1 / 0.2                       	               0.439672	                           0.432667	                   0.001405   	                      3.91832 	                       0.377257 	               4.29558 	                  6	                        507	3.0 / 3.3                     	0.3 / 0.4                           	0.1 / 0.1                    	0.2 / 0.2                                	0.1 / 0.2                       	            37.1838 	              40.5878 	            41.7225 	            42.2898  	             42.5735 	                  0.068536  	                 0.071137   	                 0.0607369  	                 0.200488  	                  35.5782
20240125_175029__pipes__results__num_matched5__maxframelookahead0__760p__unified_sift               	                          14	                                   23	                           9.59959	0.4 / 0.8                    	1.2 / 1.5                     	1.2 / 1.7            	                                           4.08419	                                     2.86911	                         17	                          12	                            5	0.3 / 0.6                       	1.1 / 0.9                       	0.2 / 0.2                    	            0.00184774 	0.8 / 1.0                                	0.5 / 0.9                       	               0.4647  	                           0.457571	                   0.00151539 	                      1.77379 	                       0.0595276	               1.83332 	                  6	                        118	3.0 / 3.6                     	0.2 / 0.3                           	0.1 / 0.1                    	0.3 / 0.5                                	0.4 / 0.4                       	            28.7958 	              37.2326 	            40.0449 	            41.451   	             42.1541 	                  0.0143895 	                 0.0132091  	                 0.0139089  	                 0.0415778 	                  29.7258
20240125_175029__pipes__results__num_matched5__maxframelookahead0__760p__unified_superglue          	                          14	                                   23	                           6.25124	0.1 / 0.2                    	0.3 / 0.4                     	0.3 / 0.4            	                                           8.28788	                                     8.01979	                         23	                          18	                            5	0.1 / 0.2                       	0.3 / 0.4                       	0.0 / 0.1                    	            0.00171733 	0.3 / 0.4                                	0.2 / 0.3                       	               0.455799	                           0.448777	                   0.00158358 	                      3.11939 	                       0.309185 	               3.42858 	                  7	                        884	3.0 / 4.0                     	0.5 / 0.6                           	0.1 / 0.0                    	0.2 / 0.2                                	0.2 / 0.2                       	            41.4202 	              46.5681 	            48.284  	            49.142   	             49.571  	                  0.298194  	                 0.295663   	                 0.290617   	                 0.884569  	                  38.7769
20240125_175029__pipes__results__num_matched5__maxframelookahead10__760p__unified_disk              	                          14	                                   86	                           6.09719	0.2 / 8.2                    	0.5 / 11.3                    	0.5 / 13.5           	                                           9.17354	                                    21.0462 	                         48	                          41	                            7	0.1 / 0.6                       	0.3 / 0.7                       	0.1 / 0.2                    	            0.00351048 	0.3 / 0.6                                	0.9 / 1.2                       	               0.811274	                           0.786295	                   0.00522423 	                      6.89456 	                       1.26778  	               8.16234 	                 14	                       3764	3.0 / 3.7                     	0.5 / 0.6                           	0.0 / 0.1                    	0.2 / 0.2                                	0.2 / 0.2                       	            81.6932 	              92.6773 	            96.3386 	            98.1693  	             99.0847 	                  0.983887  	                 0.975995   	                 0.982022   	                 2.942     	                  62.2226
20240125_175029__pipes__results__num_matched5__maxframelookahead10__760p__unified_lightglue         	                          14	                                   86	                           6.11601	0.3 / 3.8                    	0.9 / 9.2                     	1.0 / 9.5            	                                           7.13991	                                    11.2267 	                         57	                          47	                           10	0.2 / 0.7                       	0.4 / 1.5                       	0.2 / 0.2                    	            0.00441289 	0.3 / 0.7                                	0.8 / 1.2                       	               0.651872	                           0.632304	                   0.0091095  	                      4.14496 	                       0.523764 	               4.66872 	                 14	                       1529	3.0 / 3.8                     	0.6 / 0.7                           	0.1 / 0.1                    	0.2 / 0.4                                	0.3 / 0.3                       	            70.1763 	              88.0705 	            94.0352 	            97.0176  	             98.5088 	                  0.481424  	                 0.476325   	                 0.480959   	                 1.4388    	                  43.4126
20240125_175029__pipes__results__num_matched5__maxframelookahead10__760p__unified_loftr             	                          14	                                   86	                           5.96967	0.1 / 0.8                    	0.3 / 1.4                     	0.3 / 1.6            	                                          16.933  	                                     3.87074	                         33	                          31	                            2	0.1 / 0.5                       	0.3 / 1.2                       	0.3 / 0.6                    	            0.0118718  	0.4 / 0.8                                	4.7 / 11.3                      	               0.640215	                           0.622558	                   0.0087893  	                      3.80034 	                       0.482759 	               4.2831  	                 14	                        755	3.0 / 3.2                     	0.3 / 0.4                           	0.1 / 0.2                    	0.5 / 12.3                               	4.2 / 10.4                      	             9.04851	              20.0921 	            35.102  	            54.186   	             66.3787 	                  0.111907  	                 0.11586    	                 0.115247   	                 0.34311   	                  43.3397
20240125_175029__pipes__results__num_matched5__maxframelookahead10__760p__unified_sift              	                          14	                                   86	                           6.14836	0.4 / 1.2                    	1.2 / 4.5                     	1.2 / 4.6            	                                           2.96085	                                     3.37868	                         20	                          12	                            8	0.3 / 0.6                       	1.1 / 0.9                       	0.2 / 0.2                    	            0.00181699 	0.8 / 1.0                                	0.5 / 0.9                       	               0.462664	                           0.455762	                   0.0015502  	                      1.70061 	                       0.0576222	               1.75824 	                  6	                        118	3.0 / 3.6                     	0.2 / 0.3                           	0.1 / 0.1                    	0.3 / 0.5                                	0.4 / 0.4                       	            28.7958 	              37.2326 	            40.0449 	            41.451   	             42.1541 	                  0.0124803 	                 0.0121431  	                 0.0128963  	                 0.0375896 	                  25.4882
20240125_175029__pipes__results__num_matched5__maxframelookahead10__760p__unified_superglue         	                          14	                                   86	                           5.92608	0.3 / 5.1                    	0.6 / 6.7                     	0.8 / 7.9            	                                          10.8097 	                                    10.9811 	                         59	                          46	                           13	0.3 / 0.7                       	0.4 / 1.6                       	0.2 / 0.2                    	            0.00366759 	0.4 / 0.8                                	0.5 / 0.8                       	               0.754611	                           0.735232	                   0.00708055 	                      3.92778 	                       0.473588 	               4.40137 	                 13	                       1280	3.0 / 3.9                     	0.5 / 0.7                           	0.2 / 0.3                    	0.2 / 0.8                                	0.7 / 1.1                       	            37.8492 	              62.3755 	            74.7182 	            84.3752  	             88.6162 	                  0.471389  	                 0.468253   	                 0.467465   	                 1.4072    	                  46.2219
20240125_175029__playground__results__num_matched10__maxframelookahead0__760p__unified_disk         	                          38	                                  145	                          11.0652 	0.1 / 0.7                    	0.2 / 13.3                    	0.2 / 13.3           	                                          17.4478 	                                    82.6623 	                         53	                          28	                           25	0.1 / 0.6                       	0.2 / 10.3                      	0.7 / 1.0                    	            0.00204396 	0.4 / 13.4                               	11.5 / 13.6                     	               0.63289 	                           0.60716 	                   0.00682974 	                      4.09281 	                       0.457741 	               4.55055 	                  8	                        869	3.0 / 3.5                     	0.5 / 0.6                           	0.5 / 0.7                    	0.3 / 27.2                               	7.6 / 12.1                      	             0      	               0      	             2.40672	             6.98235 	             11.0704 	                  0.331967  	                 0.341059   	                 0.34371    	                 1.01682   	                 143.441
20240125_175029__playground__results__num_matched10__maxframelookahead0__760p__unified_lightglue    	                          38	                                  145	                          10.9932 	0.2 / 1.7                    	0.4 / 3.7                     	0.4 / 3.8            	                                          14.6039 	                                    37.2882 	                         63	                          42	                           21	0.3 / 0.5                       	0.4 / 1.7                       	0.3 / 0.4                    	            0.00281882 	0.5 / 0.6                                	0.3 / 0.4                       	               0.67461 	                           0.65592 	                   0.0090251  	                      3.90929 	                       0.324781 	               4.23408 	                 12	                        521	3.0 / 3.4                     	0.6 / 0.7                           	0.1 / 0.1                    	0.4 / 0.6                                	0.2 / 0.2                       	            25.1523 	              29.0083 	            30.2936 	            30.9363  	             31.2576 	                  0.19824   	                 0.202569   	                 0.200241   	                 0.601135  	                  93.995
20240125_175029__playground__results__num_matched10__maxframelookahead0__760p__unified_loftr        	                          38	                                  145	                          10.946  	0.1 / 0.8                    	0.2 / 4.3                     	0.3 / 4.4            	                                          15.7301 	                                    16.2645 	                         86	                          69	                           17	0.1 / 0.3                       	0.2 / 0.6                       	0.0 / 0.0                    	            0.00545812 	0.2 / 0.2                                	0.1 / 0.1                       	               0.919918	                           0.89763 	                   0.00849247 	                      3.70999 	                       0.541573 	               4.25156 	                 16	                        801	3.0 / 3.2                     	0.3 / 0.4                           	0.1 / 0.0                    	0.1 / 0.2                                	0.0 / 0.1                       	            39.5194 	              41.0709 	            41.5881 	            41.8467  	             41.976  	                  0.111737  	                 0.112932   	                 0.11528    	                 0.340028  	                  74.2208
20240125_175029__playground__results__num_matched10__maxframelookahead0__760p__unified_sift         	                          38	                                  145	                          11.1357 	0.1 / 0.3                    	0.4 / 2.7                     	0.4 / 2.8            	                                           9.9749 	                                    12.4779 	                         59	                          38	                           21	0.1 / 0.3                       	0.3 / 1.1                       	0.2 / 0.2                    	            0.00738239 	0.4 / 1.3                                	5.2 / 8.9                       	               0.822897	                           0.801066	                   0.00861239 	                      1.92183 	                       0.121266 	               2.04309 	                 16	                        241	3.0 / 3.4                     	0.2 / 0.3                           	0.2 / 0.3                    	1.4 / 11.6                               	4.6 / 8.6                       	             2.59856	               7.25059	            13.0998 	            20.8318  	             27.4257 	                  0.0400918 	                 0.0428905  	                 0.0426695  	                 0.125726  	                  62.0772
20240125_175029__playground__results__num_matched10__maxframelookahead0__760p__unified_superglue    	                          38	                                  145	                          11.0291 	0.2 / 2.9                    	0.4 / 4.9                     	0.6 / 4.9            	                                          16.9931 	                                    37.6393 	                         56	                          32	                           24	0.2 / 0.5                       	0.3 / 1.2                       	0.2 / 0.2                    	            0.00206828 	1.0 / 1.4                                	1.5 / 2.3                       	               0.606221	                           0.57774 	                   0.0164092  	                      3.14592 	                       0.211036 	               3.35696 	                  9	                        269	3.0 / 3.4                     	0.6 / 0.7                           	0.1 / 0.1                    	0.9 / 6.9                                	1.6 / 1.8                       	             5.93169	              12.1477 	            16.6002 	            20.2602  	             21.9722 	                  0.112174  	                 0.1113     	                 0.115151   	                 0.338702  	                  95.5358
20240125_175029__playground__results__num_matched10__maxframelookahead10__760p__unified_disk        	                          38	                                  388	                          11.2311 	0.2 / 6.8                    	0.4 / 19.7                    	0.5 / 20.2           	                                          13.8433 	                                    97.8119 	                         88	                          45	                           43	0.1 / 0.6                       	0.2 / 7.0                       	0.1 / 0.1                    	            0.00308824 	0.3 / 0.5                                	0.4 / 0.7                       	               0.704169	                           0.678673	                   0.00772643 	                      4.4696  	                       0.705226 	               5.17483 	                 11	                       1746	3.0 / 3.5                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.1                                	0.1 / 0.1                       	            26.2038 	              27.8499 	            28.3986 	            28.673   	             28.8102 	                  0.598135  	                 0.589561   	                 0.595078   	                 1.78287   	                 157.567
20240125_175029__playground__results__num_matched10__maxframelookahead10__760p__unified_lightglue   	                          38	                                  388	                          11.1468 	0.5 / 10.0                   	1.0 / 16.4                    	1.1 / 17.5           	                                          11.9706 	                                    45.2415 	                        105	                          53	                           52	0.4 / 0.7                       	0.7 / 4.2                       	0.3 / 0.4                    	            0.00417352 	0.9 / 3.5                                	6.5 / 10.8                      	               0.731125	                           0.706145	                   0.0122452  	                      3.77178 	                       0.408098 	               4.17988 	                 15	                        705	3.0 / 3.5                     	0.6 / 0.7                           	0.2 / 0.3                    	0.6 / 8.9                                	5.9 / 7.1                       	             0      	               2.9349 	             9.58951	            18.0095  	             26.5555 	                  0.351593  	                 0.351424   	                 0.353361   	                 1.05647   	                 100.414
20240125_175029__playground__results__num_matched10__maxframelookahead10__760p__unified_loftr       	                          38	                                  388	                          11.3135 	0.1 / 1.2                    	0.3 / 6.1                     	0.3 / 6.2            	                                          10.3727 	                                    17.6003 	                        108	                          85	                           23	0.1 / 0.4                       	0.2 / 0.8                       	0.2 / 0.2                    	            0.0153534  	0.3 / 0.6                                	0.5 / 0.7                       	               2.10274 	                           2.02238 	                   0.0579879  	                      5.02139 	                       0.880192 	               5.90158 	                 30	                       1395	3.0 / 3.3                     	0.3 / 0.4                           	0.1 / 0.1                    	0.4 / 0.7                                	0.2 / 0.4                       	            56.0207 	              68.0685 	            73.8469 	            76.3971  	             77.6723 	                  0.197401  	                 0.194022   	                 0.188583   	                 0.580097  	                  74.7029
20240125_175029__playground__results__num_matched10__maxframelookahead10__760p__unified_sift        	                          38	                                  388	                          11.2164 	0.2 / 2.0                    	0.6 / 11.4                    	0.6 / 11.5           	                                           9.05994	                                    17.0176 	                         87	                          58	                           29	0.1 / 0.5                       	0.4 / 6.4                       	0.1 / 0.1                    	            0.00729966 	0.3 / 1.5                                	4.8 / 8.6                       	               1.04559 	                           1.0091  	                   0.025388   	                      3.09538 	                       0.159468 	               3.25485 	                 17	                        327	3.0 / 3.5                     	0.2 / 0.3                           	0.8 / 1.5                    	0.5 / 10.2                               	3.4 / 7.7                       	             0      	               5.26356	            14.3009 	            23.5014  	             30.2217 	                  0.0587463 	                 0.0590584  	                 0.0581734  	                 0.176055  	                  67.33
20240125_175029__playground__results__num_matched10__maxframelookahead10__760p__unified_superglue   	                          38	                                  388	                          11.0894 	0.4 / 8.2                    	1.1 / 14.3                    	1.4 / 15.5           	                                          11.9323 	                                    43.8844 	                         90	                          48	                           42	0.2 / 0.6                       	0.5 / 1.4                       	0.3 / 0.4                    	            0.00474453 	0.7 / 1.1                                	11.3 / 15.5                     	               1.05552 	                           1.01912 	                   0.0236728  	                      4.20269 	                       0.437409 	               4.6401  	                 20	                        750	3.0 / 3.4                     	0.5 / 0.6                           	0.2 / 0.3                    	5.6 / 27.4                               	10.3 / 14.4                     	             0      	               0      	             3.75923	            11.6183  	             24.7895 	                  0.452955  	                 0.457681   	                 0.462831   	                 1.37356   	                 100.08
20240125_175029__playground__results__num_matched5__maxframelookahead0__760p__unified_disk          	                          38	                                  119	                          11.1374 	0.1 / 0.4                    	0.2 / 6.0                     	0.2 / 6.1            	                                          32.6088 	                                    74.648  	                         44	                          23	                           21	0.1 / 0.5                       	0.2 / 6.2                       	0.1 / 0.1                    	            0.00188112 	0.2 / 0.4                                	0.2 / 0.3                       	               0.616111	                           0.600677	                   0.0028336  	                      3.74028 	                       0.407691 	               4.14797 	                  7	                        618	3.0 / 3.3                     	0.4 / 0.5                           	0.0 / 0.0                    	0.1 / 0.2                                	0.1 / 0.1                       	            17.2918 	              17.9693 	            18.1952 	            18.3081  	             18.3646 	                  0.147132  	                 0.138138   	                 0.139338   	                 0.424693  	                 149.113
20240125_175029__playground__results__num_matched5__maxframelookahead0__760p__unified_lightglue     	                          38	                                  119	                          11.1386 	0.2 / 1.9                    	0.4 / 4.0                     	0.4 / 4.1            	                                          20.341  	                                    33.4489 	                         50	                          20	                           30	0.2 / 0.4                       	0.3 / 0.8                       	0.2 / 0.2                    	            0.00145555 	0.3 / 0.5                                	0.6 / 0.8                       	               0.559819	                           0.548987	                   0.00334287 	                      3.03512 	                       0.146267 	               3.18139 	                  7	                        314	3.0 / 3.2                     	0.5 / 0.6                           	0.2 / 0.1                    	0.3 / 0.5                                	0.1 / 0.1                       	            15.474  	              17.2422 	            17.8316 	            18.1263  	             18.2737 	                  0.0885029 	                 0.0906272  	                 0.0884309  	                 0.267638  	                  94.3247
20240125_175029__playground__results__num_matched5__maxframelookahead0__760p__unified_loftr         	                          38	                                  119	                          11.2161 	0.1 / 0.2                    	0.2 / 0.4                     	0.2 / 0.5            	                                          35.4514 	                                    15.3977 	                         67	                          44	                           23	0.1 / 0.2                       	0.3 / 0.5                       	0.1 / 0.1                    	            0.00292087 	0.2 / 0.2                                	0.1 / 0.2                       	               0.695492	                           0.665754	                   0.00882983 	                      3.73857 	                       0.557322 	               4.29589 	                 11	                        811	3.0 / 3.2                     	0.4 / 0.4                           	0.0 / 0.1                    	0.1 / 0.2                                	0.1 / 0.1                       	            26.1395 	              27.8242 	            28.3858 	            28.6666  	             28.807  	                  0.0778906 	                 0.079469   	                 0.0775585  	                 0.235001  	                  93.0077
20240125_175029__playground__results__num_matched5__maxframelookahead0__760p__unified_sift          	                          38	                                  119	                          15.639  	0.1 / 0.3                    	0.4 / 1.1                     	0.4 / 1.1            	                                          18.5427 	                                    11.5217 	                         51	                          31	                           20	0.1 / 0.2                       	0.2 / 1.0                       	0.0 / 0.1                    	            0.00130963 	0.2 / 0.4                                	0.3 / 0.3                       	               0.543864	                           0.524532	                   0.00615096 	                      1.48588 	                       0.0876558	               1.57353 	                  7	                         70	3.0 / 3.3                     	0.2 / 0.3                           	0.1 / 0.1                    	0.3 / 0.7                                	0.2 / 0.2                       	            15.4633 	              17.238  	            17.8295 	            18.1253  	             18.2732 	                  0.00868964	                 0.00738764 	                 0.00721431 	                 0.0233719 	                  72.8275
